Datum;Titel;Id-Nr;Mitzeichnungen;Forum;Begründung;Seite;Forumauswertung
31.05.2010;Leistungen nach dem Bundesversorgungsgesetz - Regelung 'Reha vor Rente' für Opfer von Straftaten;4707;331;5 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4707.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4707.nc.html;
04.11.2011;Straßenverkehrsordnung - Anschnallpflicht für Taxifahrer;4723;1408;87 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4723.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4723.nc.html;
30.06.2010;Einkommensteuer - Häusliches Arbeitszimmer;4724;11646;94 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4724.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_27/Petition_4724.nc.html;
29.11.2010;Rentenanpassung - Lohnbezogenheit der Rentenanpassung beibehalten;4736;376;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4736.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4736.nc.html;
05.05.2011;Arbeitslosengeld II - Gewährung eines Mehrbedarfs für Medikamente und Therapien;4739;1491;27 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4739.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4739.nc.html;
01.03.2011;Deutscher Bundestag - Parlamentsfernsehen via Satellit;4748;1130;39 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4748.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4748.nc.html;
08.02.2012;Internationale Zusammenarbeit in der Umweltpolitik - Klimakonferenz;4749;1167;74 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4749.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4749.nc.html;
12.01.2011;Arbeitslosengeld - Gewährung von Arbeitslosengeld für 24 Monate;4760;736;64 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4760.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_28/Petition_4760.nc.html;
29.11.2010;Sport - Verbot von neuen Kampfsportarten;4767;1146;305 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_29/Petition_4767.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_29/Petition_4767.nc.html;
09.07.2010;Arbeitsvermittlung - Vermittlungsgutschein;4776;372;35 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_29/Petition_4776.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_29/Petition_4776.nc.html;
11.05.2011;Steuerpolitik - Absetzbarkeit von Führerscheinkosten;4795;449;57 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_30/Petition_4795.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_30/Petition_4795.nc.html;
02.12.2011;Versicherungswesen - Umsetzung des Allgemeinen Gleichbehandlungsgesetzes;4802;416;58 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_05/_30/Petition_4802.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_05/_30/Petition_4802.nc.html;
05.05.2011;Hochschulwesen - Gleiche Rechte für Teilzeit- wie für ordentliche Studierende;4831;1439;16 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_01/Petition_4831.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_01/Petition_4831.nc.html;
08.06.2010;Zulassung zum Straßenverkehr - Signalglocken für Linienbusse;4852;380;24 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_02/Petition_4852.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_02/Petition_4852.nc.html;
25.01.2012;Steuerrecht - Freistellungsaufträge für Kapitalerträge;4897;239;12 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_03/Petition_4897.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_03/Petition_4897.nc.html;
26.07.2011;Arbeitszeit - § 11 Arbeitszeitgesetz (Ausgleich für Sonn- und Feiertagsbeschäftigung);4898;864;18 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_04/Petition_4898.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_04/Petition_4898.nc.html;
14.04.2010;Behördenaufbau und -organisation - Bundescomputeramt;4901;242;43 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_04/Petition_4901.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_04/Petition_4901.nc.html;
27.09.2012;Straftaten gegen die öffentliche Ordnung - Gegen ein Verbot von Action-Computerspielen;4958;73002;3623 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_05/Petition_4958.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_05/Petition_4958.nc.html;
04.11.2011;Arbeitslosengeld II - Einführungskurse für Arbeitslosengeld II-Empfänger;4972;327;196 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_06/Petition_4972.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_06/Petition_4972.nc.html;
27.07.2010;Preisbildung und Preisüberwachung - Festlegung des Milchpreises;4980;949;158 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_06/Petition_4980.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_06/Petition_4980.nc.html;
31.05.2010;Vorsorge/Rehabilitation - Bestimmung des Kurorts durch die Eltern;5020;277;50 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_07/Petition_5020.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_07/Petition_5020.nc.html;
11.07.2012;Energiewirtschaft - Einspeisevergütung für Strom aus alternativen Energiequellen;5048;1000;45 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_08/Petition_5048.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_08/Petition_5048.nc.html;
20.12.2011;Versicherungswesen - Generelle Hunde-Haftpflichtversicherung;5057;731;106 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5057.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5057.nc.html;
29.11.2010;Tierschutz - Selektive Entnahme maßiger und außerhalb der Schonzeit gefangener Fische;5060;458;41 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5060.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5060.nc.html;
08.11.2012;Arbeitslosengeld II - Freistellung von 1-EURO-Jobs;5068;699;145 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5068.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5068.nc.html;
14.01.2011;Heilberufe - Einsatz der Magnetresonanz-Tomografie;5070;816;28 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5070.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_09/Petition_5070.nc.html;
21.02.2013;Private Krankenversicherung - Umkehr der Beweislast;5112;1173;21 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_11/Petition_5112.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_11/Petition_5112.nc.html;
19.04.2011;Arzneimittelwesen - Zwangsabgabe für unabhängige Arzneimittelforschung;5137;655;15 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_12/Petition_5137.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_12/Petition_5137.nc.html;
11.05.2011;Förderungsmaßnahmen für Forschungsvorhaben - Förderung der Sozialpsychiatrieforschung;5173;196;24 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5173.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5173.nc.html;
14.12.2010;Tarifvertragsrecht - Tarifvertragsparteien;5175;139;19 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5175.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5175.nc.html;
17.03.2016;Hochschulwesen - Masterstudienplatz für Bachelorabsolventen;5178;42740;376 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5178.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_14/Petition_5178.nc.html;
14.12.2010;Bankenwesen - Rücknahme der Kreditverträge für Schrottimmobilien;5221;463;32 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5221.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5221.nc.html;
20.12.2011;Ausweise - Kein biometrisches Foto in Kinderausweisen;5225;5349;70 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5225.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5225.nc.html;
31.05.2010;Einkommensteuer - Abschaffung der Steuerprogression;5236;429;59 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5236.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5236.nc.html;
21.02.2013;Lärmschutz - Gaststättengesetz;5237;273;97 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5237.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5237.nc.html;
03.07.2014;Vorsorge/Rehabilitation - Anpassung der Begutachtungsrichtlinien für Mutter-Kind-Kuren;5249;195;19 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5249.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5249.nc.html;
05.05.2011;Kreditwesen - Private Baukredite nur bei Eigenkapitalanteil;5258;111;28 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5258.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_16/Petition_5258.nc.html;
21.02.2013;Pfändungsschutz - Anpassung der Pfändungsfreigrenze;5262;467;36 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_17/Petition_5262.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_17/Petition_5262.nc.html;
02.12.2011;Immissionsschutz - Keine Eintragung des Kennzeichens in Feinstaubplaketten;5270;405;43 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_17/Petition_5270.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_17/Petition_5270.nc.html;
11.07.2012;Gesetzliche Krankenversicherung - Leistungen - - Elektronische Gesundheitskarte;5298;1423;32 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_18/Petition_5298.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_18/Petition_5298.nc.html;
26.04.2012;Bundesregierung - Veröffentlichung der Mitwirkung von externen Mitarbeitern in Bundesministerien;5333;4325;40 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5333.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5333.nc.html;
17.03.2016;Arbeitsrecht - Löschung von Aufzeichnungen über Arbeitnehmer;5338;904;28 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5338.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5338.nc.html;
14.02.2011;Unlauterer Wettbewerb - Unerwünschte Werbebotschaften auf Internetangeboten mit Kommentarmöglichkeit/ Internetdiskussionsforen;5339;922;27 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5339.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_19/Petition_5339.nc.html;
16.04.2010;Hilfsmittel/Heilmittel - Sehhilfen und Arzneimittel für chronische Augenkrankheiten;5359;1319;11 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_20/Petition_5359.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_20/Petition_5359.nc.html;
15.11.2010;Sozialrecht - Darlehen ohne Rückzahlungsverpflichtung;5379;236;58 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_20/Petition_5379.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_20/Petition_5379.nc.html;
14.02.2011;Sozialgerichtsbarkeit - Verkürzung von Sozialgerichtsprozessen;5388;563;54 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_21/Petition_5388.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_21/Petition_5388.nc.html;
28.07.2010;Steuerpolitik - Steuerliche und regularische Entlastung der Mittelstandsfirmen;5407;362;30 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_21/Petition_5407.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_21/Petition_5407.nc.html;
13.06.2013;Behörden und Verwaltungsverfahren - Bereitstellung einer Schnittstelle zur Anwendungsprogrammierung;5418;2338;81 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5418.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5418.nc.html;
27.12.2010;Ausbildungsförderung nach dem BAföG - Längere Förderung für erziehende Studierende;5423;2140;70 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5423.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5423.nc.html;
14.12.2010;Steuerpolitik - Keine Besteuerung von Kondomen;5428;1214;90 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5428.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5428.nc.html;
11.05.2011;Grundsatzfragen zum Beitrags- und Versicherungsrecht in der gesetzlichen Rentenversicherung - Höherer Beitrag für Kinderlose;5429;332;264 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5429.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5429.nc.html;
14.12.2010;Kreditwesen - Schuldenbremse für Bürger und Firmen;5441;145;12 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5441.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_22/Petition_5441.nc.html;
29.11.2010;Urheberrecht - Pauschalabgabe auf Medien;5469;1358;32 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_23/Petition_5469.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_23/Petition_5469.nc.html;
22.11.2012;Arbeitnehmerüberlassung - Befristeter Einsatz von Zeitarbeitern;5507;1257;300 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_23/Petition_5507.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_23/Petition_5507.nc.html;
17.03.2011;Dienstzeitversorgung der Soldaten auf Zeit - Dienstzeitversorgung der Soldaten auf Zeit;5522;299;63 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_24/Petition_5522.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_24/Petition_5522.nc.html;
28.07.2010;Arbeitslohn - Mindestlohn für Zeitungszusteller;5539;747;87 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_24/Petition_5539.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_24/Petition_5539.nc.html;
01.12.2010;Arbeitslosengeld II - Abschaffung des Zweiten Buches Sozialgesetzbuch;5567;429;63 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5567.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5567.nc.html;
31.05.2010;Private Krankenversicherung - Wechsel in den Basistarif;5574;207;52 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5574.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5574.nc.html;
31.05.2010;Schuldrecht - Volle Geschäftsfähigkeit ab dem 16. Lebensjahr;5579;175;64 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5579.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_25/Petition_5579.nc.html;
31.01.2013;Regelungen zur Hinterbliebenenrente - Einkommensanrechnung auf Renten wegen Todes;5595;171;9 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_26/Petition_5595.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_26/Petition_5595.nc.html;
01.07.2010;Wohnungseigentum - Verlosungen von Häusern, Wohnungen und Grundstücken;5610;277;109 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_27/Petition_5610.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_27/Petition_5610.nc.html;
11.07.2012;Alternative Energiequellen - Aufhebung der Bevorzugung von Solarstrom;5614;161;107 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_27/Petition_5614.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_27/Petition_5614.nc.html;
14.12.2010;Umwelt und Gesundheit - Verbot von Motorsportveranstaltungen;5645;709;213 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_28/Petition_5645.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_28/Petition_5645.nc.html;
21.12.2011;Eigenleistungen - Praxisgebühr;5649;2206;77 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_28/Petition_5649.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_28/Petition_5649.nc.html;
30.06.2010;Kaffeesteuer - Abschaffung der Kaffeesteuer;5671;2302;114 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_29/Petition_5671.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_29/Petition_5671.nc.html;
28.07.2010;Arbeitslohn - Mindestlohn für staatlich geprüfte Erzieher/innen;5677;1294;77 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_29/Petition_5677.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_29/Petition_5677.nc.html;
06.07.2010;Tabaksteuer - Reduzierung des Steueranteils auf Tabakwaren;5690;1267;442 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_30/Petition_5690.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_30/Petition_5690.nc.html;
31.05.2010;Einkommensteuer - Abschaffung der;5715;966;10 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_06/_30/Petition_5715.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_06/_30/Petition_5715.nc.html;
01.04.2011;"Straßenverkehrsordnung - ""Rechts vor links"" statt ""Vorrang-Regelung""";5729;343;68 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5729.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5729.nc.html;
14.12.2010;Arbeitslosengeld II - Existenzgründungsförderung/ Gründungszuschuss;5732;990;42 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5732.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5732.nc.html;
16.11.2011;Baurecht - Energieautarke Häuser als gesetzlicher Standard in der Zukunft;5744;531;148 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5744.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_01/Petition_5744.nc.html;
09.07.2010;Ehrenzeichen - Auszeichnung für Wehrdienstleistende;5764;348;161 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_02/Petition_5764.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_02/Petition_5764.nc.html;
06.04.2010;Förderungsmaßnahmen in der Landwirtschaft - Dieselkraftstoff;5768;203;25 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_02/Petition_5768.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_02/Petition_5768.nc.html;
25.04.2013;Familienfragen - Allgemeine Förderung der Erziehung in der Familie;5796;167;15 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_03/Petition_5796.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_03/Petition_5796.nc.html;
31.05.2010;Versicherungswesen - Teilung der Kfz.-Haftpflichtversicherung für Fahrer und Halter;5821;35;29 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_04/Petition_5821.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_04/Petition_5821.nc.html;
31.01.2013;Strahlenschutz - Verschärfung der Strahlenschutz-Standards;5863;1501;172 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_06/Petition_5863.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_06/Petition_5863.nc.html;
10.11.2011;Abfallwirtschaft - Vereinfachung der Elektronikschrottverordnung;5869;174;10 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_06/Petition_5869.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_06/Petition_5869.nc.html;
13.07.2010;Vergütung für medizinische Leistungen - Anpassung der Gebührenordnungen entsprechend neuesten Erkenntnissen;5896;514;7 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_07/Petition_5896.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_07/Petition_5896.nc.html;
14.12.2010;Arbeitslosengeld II - Leistungsbewilligung für 12 Monate;5940;695;123 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_08/Petition_5940.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_08/Petition_5940.nc.html;
13.03.2014;Deutsche Bahn AG - Neue Ziele für die S-Bahn Berlin GmbH;5948;1378;73 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_09/Petition_5948.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_09/Petition_5948.nc.html;
14.12.2010;Umsatzsteuer - Steuerbefreiung für zusätzliche Fachliteratur von Schülern und Studenten;5987;1016;45 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_09/Petition_5987.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_09/Petition_5987.nc.html;
09.07.2010;Regelungen zur Altersrente - Altersrente mit 60 für Mütter ohne Abschlag;5996;233;81 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_10/Petition_5996.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_10/Petition_5996.nc.html;
05.05.2011;Arbeitslohn - Gehalt für Hausfrauen/Hausmänner;6015;244;103 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_10/Petition_6015.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_10/Petition_6015.nc.html;
07.12.2010;Bauwesen - Größere Förderung der Renovierung von Orts- und Stadtzentren;6021;137;14 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_11/Petition_6021.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_11/Petition_6021.nc.html;
20.03.2014;Geschäftsordnung des Deutschen Bundestages - Reden nicht mehr zu Protokoll geben;6036;4970;69 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6036.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6036.nc.html;
31.05.2010;Ärzte - Sterberegisterauszug für Ärzte und Kliniken;6038;191;55 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6038.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6038.nc.html;
20.12.2011;Einkommensteuer - Abschaffung des Ehegattensplittings;6040;446;147 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6040.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6040.nc.html;
05.05.2011;Förderung der Berufsausbildung - Erstattung von Fahrtkosten;6059;737;40 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6059.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_12/Petition_6059.nc.html;
24.02.2012;Steuerrecht - Kindergeldanrechnung für leibliche Väter;6070;310;40 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_13/Petition_6070.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_13/Petition_6070.nc.html;
31.05.2010;Betrieblicher Arbeitsschutz - Jährliche Pflichtuntersuchung für Berufskraftfahrer;6071;168;24 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_13/Petition_6071.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_13/Petition_6071.nc.html;
20.10.2010;Straßenverkehrsordnung - Tempo 30 vor Schule und Kindergarten;6099;748;97 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_14/Petition_6099.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_14/Petition_6099.nc.html;
14.12.2010;Zwangsvollstreckung - Veröffentlichung aller Zwangversteigerungstermine im Internet;6128;385;21 Beiträge;https://epetitionen.bundestag.de/petitionen/_2009/_07/_15/Petition_6128.abschlussbegruendungpdf.pdf;https://epetitionen.bundestag.de/petitionen/_2009/_07/_15/Petition_6128.nc.html;
